IGBP_MODIS,IGBP_VIIRS,WUE,WUE_ECO,SIF,ET,Phase_Angle,SIF_Uncertainty,IGBP,WUE_gCkgH20,GPP,IGBP_class_MODIS,IGBP_class_VIIRS,SiteName,Lat,Lon,Timestamp,LocalTime,TOD,Season,kg_class,kg_confidence,kg_label,SPEI
14.0,14.0,0.064164385,1.3885876,0.17362863,2.599365,89.332436,0.2737977,14.0,0.8745605702698231,2.3665582031011585,CVM,CVM,fos099,-29.0,31.0,2020-07-30 08:29:58,2020-07-30 10:30:00,Morning,Winter,14.0,95.0,Cfa,-0.4967578649520874
17.0,17.0,0.060411632,0.13762866,0.109757155,3.5929463,64.7386,0.2709761,17.0,0.8234105449914932,1.4959900251030922,WAT,WAT,fos099,-29.0,31.0,2020-07-30 08:29:58,2020-07-30 10:30:00,Morning,Winter,14.0,95.0,Cfa,-0.4967578649520874
12.0,12.0,0.45387277,2.4178295,0.9062631,2.4480014,50.831078,0.28402048,12.0,6.186285856068134,12.352366230487824,CRO,CRO,tcc124,45.0,-90.0,2021-06-21 13:09:39,2021-06-21 07:00:00,Morning,Summer,26.0,100.0,Dfb,-0.9225251078605652
13.0,13.0,0.34597376,1.7092457,0.68450165,3.2232502,50.383503,0.30050287,13.0,4.715622347295285,9.329757461547851,URB,URB,tcc124,45.0,-90.0,2021-06-21 13:09:39,2021-06-21 07:00:00,Morning,Summer,26.0,100.0,Dfb,-0.9225251078605652
14.0,14.0,0.56122,3.0287988,0.9706084,2.3787491,51.53912,0.29690033,14.0,7.649428467154503,13.229392672181131,CVM,CVM,tcc124,45.0,-90.0,2021-06-21 13:09:39,2021-06-21 07:00:00,Morning,Summer,26.0,100.0,Dfb,-0.9225251078605652
1.0,1.0,0.050781928,0.98452175,0.24448793,4.5530963,54.586052,0.27786973,1.0,0.6921576786786319,3.332370436340571,ENF,ENF,tmx025,39.0,-111.0,2022-08-23 18:31:49,2022-08-23 11:00:00,Midday,Summer,5.0,90.0,BWk,-0.16084221005439758
7.0,7.0,0.056232896,0.51816386,0.042014435,1.5260718,54.559856,0.34429035,7.0,0.7664543684199453,0.5726567481458188,OSH,OSH,tmx025,39.0,-111.0,2022-08-23 18:31:49,2022-08-23 11:00:00,Midday,Summer,5.0,90.0,BWk,-0.16084221005439758
8.0,8.0,0.04438176,1.3058515,0.218606,4.2822843,32.313076,0.35735703,8.0,0.6049233896285295,2.979599714279175,WSA,WSA,tmx025,39.0,-111.0,2022-08-23 18:31:49,2022-08-23 11:00:00,Midday,Summer,5.0,90.0,BWk,-0.16084221005439758
9.0,9.0,0.107520565,1.096275,0.3866807,4.0179977,32.220905,0.32905826,9.0,1.465505306273699,5.2704578378796585,SAV,SAV,tmx025,39.0,-111.0,2022-08-23 18:31:49,2022-08-23 11:00:00,Midday,Summer,5.0,90.0,BWk,-0.16084221005439758
10.0,10.0,0.07215531,1.1367773,0.14157037,1.8334637,49.458122,0.32778335,10.0,0.983476898521185,1.929604202657938,GRA,GRA,tmx025,39.0,-111.0,2022-08-23 18:31:49,2022-08-23 11:00:00,Midday,Summer,5.0,90.0,BWk,-0.16084221005439758
12.0,12.0,0.12516941,1.6351722,0.37455264,2.5397325,44.152916,0.38331136,12.0,1.7060590760409833,5.10515244692564,CRO,CRO,tmx025,39.0,-111.0,2022-08-23 18:31:49,2022-08-23 11:00:00,Midday,Summer,5.0,90.0,BWk,-0.16084221005439758
13.0,13.0,0.15072335,5.2552567,0.28145856,0.9542405,45.012665,0.35471547,13.0,2.054359301775694,3.836280127167702,URB,URB,tmx025,39.0,-111.0,2022-08-23 18:31:49,2022-08-23 11:00:00,Midday,Summer,5.0,90.0,BWk,-0.16084221005439758
16.0,16.0,0.07395126,0.5398293,0.05484204,0.9536674,68.214005,0.3354994,16.0,1.007955663651228,0.7474970044195652,BSV,BSV,tmx025,39.0,-111.0,2022-08-23 18:31:49,2022-08-23 11:00:00,Midday,Summer,5.0,90.0,BWk,-0.16084221005439758
4.0,4.0,0.18924686,1.4162192,0.8491588,6.105819,93.942375,0.23269187,4.0,2.5794347444176675,11.574034764170648,DBF,DBF,fos228,38.0,-90.0,2022-08-18 12:54:59,2022-08-18 07:00:00,Morning,Summer,14.0,100.0,Cfa,1.1245049238204956
8.0,8.0,0.1671215,1.222752,0.9049366,6.282346,74.51585,0.23890221,8.0,2.2778660419583323,12.334286016821862,WSA,WSA,fos228,38.0,-90.0,2022-08-18 12:54:59,2022-08-18 07:00:00,Morning,Summer,14.0,100.0,Cfa,1.1245049238204956
12.0,12.0,0.18826783,1.2774445,1.0499414,5.797746,66.16829,0.2675081,12.0,2.5660904824733737,14.310701562166216,CRO,CRO,fos228,38.0,-90.0,2022-08-18 12:54:59,2022-08-18 07:00:00,Morning,Summer,14.0,100.0,Cfa,1.1245049238204956
13.0,13.0,0.17485845,0.8276386,0.7159541,6.1847634,70.11114,0.22995052,13.0,2.3833206856250766,9.758454722762108,URB,URB,fos228,38.0,-90.0,2022-08-18 12:54:59,2022-08-18 07:00:00,Morning,Summer,14.0,100.0,Cfa,1.1245049238204956
14.0,14.0,0.17875437,0.9918994,1.0260845,6.248488,61.575222,0.25674564,14.0,2.4364221228659155,13.985532311201096,CVM,CVM,fos228,38.0,-90.0,2022-08-18 12:54:59,2022-08-18 07:00:00,Morning,Summer,14.0,100.0,Cfa,1.1245049238204956
10.0,10.0,0.3533766,2.307496,0.2606685,1.914387,73.40153,0.27754164,10.0,4.816523019373417,3.5529114690423014,GRA,GRA,fos085,51.0,4.0,2021-10-12 12:54:28,2021-10-12 13:00:00,Midday,Fall,15.0,100.0,Cfb,0.5324597358703613
13.0,13.0,0.308673,1.2513326,0.2587332,2.34899,65.49642,0.27544627,13.0,4.20721291333437,3.5265336924791337,URB,URB,fos085,51.0,4.0,2021-10-12 12:54:28,2021-10-12 13:00:00,Midday,Fall,15.0,100.0,Cfb,0.5324597358703613
1.0,1.0,0.13330182,1.2214599,0.18811068,3.5555592,39.535286,0.31404287,1.0,1.816903865635395,2.5639485600590706,ENF,ENF,fos075,45.0,9.0,2020-08-31 07:31:48,2020-08-31 08:00:00,Morning,Summer,8.0,71.0,Csa,-0.45116809010505676
4.0,4.0,0.17601353,1.7559907,0.42894137,3.6479726,88.817055,0.23678379,4.0,2.3990644043684006,5.846470860242844,DBF,DBF,fos075,45.0,9.0,2020-08-31 07:31:48,2020-08-31 08:00:00,Morning,Summer,8.0,71.0,Csa,-0.45116809010505676
5.0,5.0,0.10311014,1.2478257,0.36918175,3.578647,60.156704,0.24943317,5.0,1.4053912361711265,5.03194728255272,MF,MF,fos075,45.0,9.0,2020-08-31 07:31:48,2020-08-31 08:00:00,Morning,Summer,8.0,71.0,Csa,-0.45116809010505676
8.0,8.0,0.1272812,0.9681826,0.2689837,3.978846,69.94967,0.27089718,8.0,1.7348428086936474,3.6662477210164073,WSA,WSA,fos075,45.0,9.0,2020-08-31 07:31:48,2020-08-31 08:00:00,Morning,Summer,8.0,71.0,Csa,-0.45116809010505676
10.0,10.0,0.086520344,0.66895795,0.074718274,4.070827,44.480663,0.35120055,10.0,1.1792722889781,1.018410077020526,GRA,GRA,fos075,45.0,9.0,2020-08-31 07:31:48,2020-08-31 08:00:00,Morning,Summer,8.0,71.0,Csa,-0.45116809010505676
12.0,12.0,0.058552362,1.1873597,0.5212033,4.13634,103.5729,0.24845746,12.0,0.7980686943978071,7.104000699520111,CRO,CRO,fos075,45.0,9.0,2020-08-31 07:31:48,2020-08-31 08:00:00,Morning,Summer,8.0,71.0,Csa,-0.45116809010505676
13.0,13.0,0.064730935,1.1826266,0.29106733,3.7405605,102.776855,0.22367728,13.0,0.8822826413065196,3.9672477355599405,URB,URB,fos075,45.0,9.0,2020-08-31 07:31:48,2020-08-31 08:00:00,Morning,Summer,8.0,71.0,Csa,-0.45116809010505676
14.0,14.0,0.03576545,1.1121188,0.33267146,4.276577,104.208855,0.22404408,14.0,0.4874830896034837,4.534312047362328,CVM,CVM,fos075,45.0,9.0,2020-08-31 07:31:48,2020-08-31 08:00:00,Morning,Summer,8.0,71.0,Csa,-0.45116809010505676
16.0,16.0,-0.010931667,0.10048695,0.10576323,5.1282516,39.59012,0.39696705,16.0,-0.1489986203983426,1.4415527805685997,BSV,BSV,fos075,45.0,9.0,2020-08-31 07:31:48,2020-08-31 08:00:00,Morning,Summer,8.0,71.0,Csa,-0.45116809010505676
7.0,7.0,0.032242697,0.52940786,0.035206176,1.0587835,79.16864,0.2573441,7.0,0.4394679564610124,0.47986018352210524,OSH,OSH,fos039,33.0,-112.0,2020-12-23 19:42:39,2020-12-23 12:00:00,Midday,Winter,4.0,100.0,BWh,-6.097755613154732e-05
8.0,8.0,0.054478377,1.4962585,0.09134463,0.97586334,51.01307,0.259692,8.0,0.7425402799248696,1.245027336999774,WSA,WSA,fos039,33.0,-112.0,2020-12-23 19:42:39,2020-12-23 12:00:00,Midday,Winter,4.0,100.0,BWh,-6.097755613154732e-05
10.0,10.0,0.053404946,0.4846008,0.074586235,0.92455727,89.99355,0.23076646,10.0,0.7279094123467803,1.0166103828698396,GRA,GRA,fos039,33.0,-112.0,2020-12-23 19:42:39,2020-12-23 12:00:00,Midday,Winter,4.0,100.0,BWh,-6.097755613154732e-05
12.0,12.0,0.08814805,1.0002731,0.12849805,1.3180372,90.95774,0.2863816,12.0,1.2014579216390848,1.7514283886551858,CRO,CRO,fos039,33.0,-112.0,2020-12-23 19:42:39,2020-12-23 12:00:00,Midday,Winter,4.0,100.0,BWh,-6.097755613154732e-05
13.0,13.0,0.05363818,0.6358362,0.059398174,1.1053231,69.263084,0.26877093,13.0,0.7310883777961136,0.8095971155166627,URB,URB,fos039,33.0,-112.0,2020-12-23 19:42:39,2020-12-23 12:00:00,Midday,Winter,4.0,100.0,BWh,-6.097755613154732e-05
16.0,16.0,0.044110037,0.40445393,0.047881085,0.97556186,93.25908,0.30516177,16.0,0.601219809576869,0.6526191943511367,BSV,BSV,fos039,33.0,-112.0,2020-12-23 19:42:39,2020-12-23 12:00:00,Midday,Winter,4.0,100.0,BWh,-6.097755613154732e-05
1.0,1.0,0.09617745,0.95417476,0.37346923,3.8661013,27.076767,0.31109834,1.0,1.310898661389947,5.090385652780533,ENF,ENF,eco077,34.0,-105.0,2021-06-14 15:23:39,2021-06-14 08:30:00,Morning,Summer,7.0,72.0,BSk,0.8820995688438416
6.0,6.0,0.00878884,1.0066649,0.0144479275,2.3446171,28.543238,0.28670835,6.0,0.11979188802652062,0.19692525148391724,CSH,CSH,eco077,34.0,-105.0,2021-06-14 15:23:39,2021-06-14 08:30:00,Morning,Summer,7.0,72.0,BSk,0.8820995688438416
7.0,7.0,-0.034149874,0.65516293,-0.026367797,0.97369134,59.87076,0.28822863,7.0,-0.4654627826437354,-0.3593930674530566,OSH,OSH,eco077,34.0,-105.0,2021-06-14 15:23:39,2021-06-14 08:30:00,Morning,Summer,7.0,72.0,BSk,0.8820995688438416
8.0,8.0,0.039000586,1.075447,0.12950015,3.3207161,28.178055,0.28653026,8.0,0.5315779827535153,1.7650870537757875,WSA,WSA,eco077,34.0,-105.0,2021-06-14 15:23:39,2021-06-14 08:30:00,Morning,Summer,7.0,72.0,BSk,0.8820995688438416
10.0,10.0,-0.05630605,0.8702026,-0.041711155,1.2595757,60.815292,0.29057968,10.0,-0.7674514509737492,-0.5685230470821262,GRA,GRA,eco077,34.0,-105.0,2021-06-14 15:23:39,2021-06-14 08:30:00,Morning,Summer,7.0,72.0,BSk,0.8820995688438416
12.0,12.0,0.024653748,1.1983829,0.15960117,2.4730573,40.132824,0.33900136,12.0,0.33603058084845544,2.175363904088736,CRO,CRO,eco077,34.0,-105.0,2021-06-14 15:23:39,2021-06-14 08:30:00,Morning,Summer,7.0,72.0,BSk,0.8820995688438416
13.0,13.0,0.11150243,1.0588529,0.09162022,1.4402986,26.111639,0.35836464,13.0,1.5197781390696765,1.24878362223506,URB,URB,eco077,34.0,-105.0,2021-06-14 15:23:39,2021-06-14 08:30:00,Morning,Summer,7.0,72.0,BSk,0.8820995688438416
16.0,16.0,-0.35072488,1.0977784,-0.14527561,0.486041,65.533165,0.33426854,16.0,-4.780380058884621,-1.9801065330207348,BSV,BSV,eco077,34.0,-105.0,2021-06-14 15:23:39,2021-06-14 08:30:00,Morning,Summer,7.0,72.0,BSk,0.8820995688438416
1.0,1.0,0.08601338,1.0506865,0.39096403,4.356446,28.243332,0.3502027,1.0,1.1723623245954515,5.328839745521546,ENF,ENF,fos005,34.0,-118.0,2022-05-02 16:23:39,2022-05-02 08:30:00,Morning,Spring,8.0,79.0,Csa,-0.373669296503067
7.0,7.0,0.074663654,0.5451829,0.3005786,2.0065606,22.338993,0.32975096,7.0,1.017665603607893,4.096886239051819,OSH,OSH,fos005,34.0,-118.0,2022-05-02 16:23:39,2022-05-02 08:30:00,Morning,Spring,8.0,79.0,Csa,-0.373669296503067
8.0,8.0,0.07420232,1.2458676,0.35997623,4.714862,38.31711,0.3425622,8.0,1.011377641633153,4.906476042866707,WSA,WSA,fos005,34.0,-118.0,2022-05-02 16:23:39,2022-05-02 08:30:00,Morning,Spring,8.0,79.0,Csa,-0.373669296503067
9.0,9.0,0.06396879,1.0614803,0.21650827,4.463564,58.87752,0.41921958,9.0,0.8718946425616741,2.951007710695267,SAV,SAV,fos005,34.0,-118.0,2022-05-02 16:23:39,2022-05-02 08:30:00,Morning,Spring,8.0,79.0,Csa,-0.373669296503067
10.0,10.0,0.06761681,0.62444067,0.23184972,3.9793549,40.14025,0.36696303,10.0,0.9216171596199274,3.160111616998911,GRA,GRA,fos005,34.0,-118.0,2022-05-02 16:23:39,2022-05-02 08:30:00,Morning,Spring,8.0,79.0,Csa,-0.373669296503067
11.0,11.0,0.08604248,0.7592068,0.39047813,4.583458,19.178555,0.30245018,11.0,1.1727589844167232,5.322216968536377,WET,WET,fos005,34.0,-118.0,2022-05-02 16:23:39,2022-05-02 08:30:00,Morning,Spring,8.0,79.0,Csa,-0.373669296503067
12.0,12.0,0.018982282,0.7659799,0.11903727,4.6516814,56.149506,0.4720019,12.0,0.25872850241139533,1.6224779975414276,CRO,CRO,fos005,34.0,-118.0,2022-05-02 16:23:39,2022-05-02 08:30:00,Morning,Spring,8.0,79.0,Csa,-0.373669296503067
13.0,13.0,0.0598434,0.60420257,0.13908306,3.1955998,45.975433,0.40865752,13.0,0.8156655233353377,1.8957020756602287,URB,URB,fos005,34.0,-118.0,2022-05-02 16:23:39,2022-05-02 08:30:00,Morning,Spring,8.0,79.0,Csa,-0.373669296503067
14.0,14.0,-0.048632666,0.9859931,0.0661627,4.8672132,72.20627,0.47581086,14.0,-0.6628632439672947,0.9017975733429194,CVM,CVM,fos005,34.0,-118.0,2022-05-02 16:23:39,2022-05-02 08:30:00,Morning,Spring,8.0,79.0,Csa,-0.373669296503067
1.0,1.0,0.20193198,4.6804857,0.36768472,1.9231262,57.806416,0.28183582,1.0,2.7523329314589504,5.011542760133744,ENF,ENF,fos060,47.0,-122.0,2022-08-02 22:34:31,2022-08-02 14:30:00,Midday,Summer,9.0,57.0,Csb,-1.5639512538909912
5.0,5.0,0.36457682,4.4599905,0.5616247,1.8678321,39.224586,0.3383362,5.0,4.9691820096969606,7.654944739937783,MF,MF,fos060,47.0,-122.0,2022-08-02 22:34:31,2022-08-02 14:30:00,Midday,Summer,9.0,57.0,Csb,-1.5639512538909912
8.0,8.0,0.36383092,3.7061539,0.5934042,1.9043454,44.111248,0.3425585,8.0,4.959015494585038,8.08809888958931,WSA,WSA,fos060,47.0,-122.0,2022-08-02 22:34:31,2022-08-02 14:30:00,Midday,Summer,9.0,57.0,Csb,-1.5639512538909912
10.0,10.0,0.097302526,3.6419888,0.19182448,1.4728441,74.94644,0.26536536,10.0,1.3262334325909615,2.614567674547434,GRA,GRA,fos060,47.0,-122.0,2022-08-02 22:34:31,2022-08-02 14:30:00,Midday,Summer,9.0,57.0,Csb,-1.5639512538909912
12.0,12.0,0.3017132,3.3960164,0.4328954,1.7225417,72.055695,0.3377299,12.0,4.1123508945107465,5.900364195406437,CRO,CRO,fos060,47.0,-122.0,2022-08-02 22:34:31,2022-08-02 14:30:00,Midday,Summer,9.0,57.0,Csb,-1.5639512538909912
13.0,13.0,0.2540703,3.3135607,0.2946663,1.5404392,43.700848,0.29603416,13.0,3.4629783496260647,4.016301536560059,URB,URB,fos060,47.0,-122.0,2022-08-02 22:34:31,2022-08-02 14:30:00,Midday,Summer,9.0,57.0,Csb,-1.5639512538909912
14.0,14.0,0.39945027,4.1650605,0.519969,1.5765046,72.07721,0.32230917,14.0,5.444507211744786,7.087177286148072,CVM,CVM,fos060,47.0,-122.0,2022-08-02 22:34:31,2022-08-02 14:30:00,Midday,Summer,9.0,57.0,Csb,-1.5639512538909912
17.0,17.0,0.18246037,2.4641383,0.38947535,2.609456,40.985027,0.27880535,17.0,2.486934811472893,5.30854896068573,WAT,WAT,fos060,47.0,-122.0,2022-08-02 22:34:31,2022-08-02 14:30:00,Midday,Summer,9.0,57.0,Csb,-1.5639512538909912
7.0,7.0,0.053455435,0.3928209,0.17603259,4.8013105,83.714195,0.21977332,7.0,0.7285975755006076,2.399324172884226,OSH,OSH,fos135,25.0,-100.0,2021-09-20 23:25:58,2021-09-20 17:00:00,Afternoon,Fall,15.0,60.0,Cfb,-0.4639948308467865
8.0,8.0,-0.0045233658,0.6738322,0.17223269,7.1166277,46.87412,0.2177342,8.0,-0.061653475286439066,2.34753153026104,WSA,WSA,fos135,25.0,-100.0,2021-09-20 23:25:58,2021-09-20 17:00:00,Afternoon,Fall,15.0,60.0,Cfb,-0.4639948308467865
10.0,10.0,0.03249739,0.67600125,0.23367473,5.1556296,44.881268,0.21512185,10.0,0.44293944075703623,3.184986635744572,GRA,GRA,fos135,25.0,-100.0,2021-09-20 23:25:58,2021-09-20 17:00:00,Afternoon,Fall,15.0,60.0,Cfb,-0.4639948308467865
10.0,10.0,0.03544838,0.30507025,0.068783455,2.2460122,49.229347,0.29143953,10.0,0.48316141687333586,0.9375184861570597,GRA,GRA,fos078,36.0,120.0,2021-04-05 04:32:19,2021-04-05 12:30:00,Midday,Spring,21.0,91.0,Dwa,1.6787093877792358
12.0,12.0,0.081461005,0.6894801,0.19174288,2.1905723,69.71294,0.30181113,12.0,1.1103134969621897,2.613455483466387,CRO,CRO,fos078,36.0,120.0,2021-04-05 04:32:19,2021-04-05 12:30:00,Midday,Spring,21.0,91.0,Dwa,1.6787093877792358
13.0,13.0,0.028190762,0.45834202,0.07432143,2.1746025,68.404755,0.27526006,13.0,0.3842400833964348,1.0130010425299407,URB,URB,fos078,36.0,120.0,2021-04-05 04:32:19,2021-04-05 12:30:00,Midday,Spring,21.0,91.0,Dwa,1.6787093877792358
17.0,17.0,0.05849329,0.3254951,0.07017546,2.6348414,58.41798,0.270056,17.0,0.7972635440155864,0.9564915398508311,WAT,WAT,fos078,36.0,120.0,2021-04-05 04:32:19,2021-04-05 12:30:00,Midday,Spring,21.0,91.0,Dwa,1.6787093877792358
1.0,1.0,0.08455394,1.3278863,0.39309403,4.650506,52.94532,0.31876218,1.0,1.1524702306091785,5.357871669828892,ENF,ENF,eco016,50.0,4.0,2021-06-13 11:41:19,2021-06-13 12:00:00,Midday,Summer,15.0,100.0,Cfb,0.7409528493881226
4.0,4.0,0.15659721,1.5167925,0.8102932,5.3540034,37.937294,0.410044,4.0,2.134419998973608,11.044296283721925,DBF,DBF,eco016,50.0,4.0,2021-06-13 11:41:19,2021-06-13 12:00:00,Midday,Summer,15.0,100.0,Cfb,0.7409528493881226
5.0,5.0,0.1333911,1.5323812,0.6641317,4.83651,48.92138,0.37766898,5.0,1.8181206546723843,9.052115084528923,MF,MF,eco016,50.0,4.0,2021-06-13 11:41:19,2021-06-13 12:00:00,Midday,Summer,15.0,100.0,Cfb,0.7409528493881226
8.0,8.0,0.07255944,1.3540063,0.346632,4.7397165,51.999405,0.33939248,8.0,0.9889851487427951,4.72459421157837,WSA,WSA,eco016,50.0,4.0,2021-06-13 11:41:19,2021-06-13 12:00:00,Midday,Summer,15.0,100.0,Cfb,0.7409528493881226
9.0,9.0,0.10571893,1.2212187,0.45870188,4.570787,51.314224,0.33669296,9.0,1.4409490574151278,6.252106607854366,SAV,SAV,eco016,50.0,4.0,2021-06-13 11:41:19,2021-06-13 12:00:00,Midday,Summer,15.0,100.0,Cfb,0.7409528493881226
10.0,10.0,0.13887747,1.4514371,0.6913036,4.7027836,50.657692,0.3952483,10.0,1.8928998659551144,9.422468215227127,GRA,GRA,eco016,50.0,4.0,2021-06-13 11:41:19,2021-06-13 12:00:00,Midday,Summer,15.0,100.0,Cfb,0.7409528493881226
12.0,12.0,0.15907535,1.2173359,0.7401039,4.852722,45.14335,0.41345638,12.0,2.168197014629841,10.087616162896158,CRO,CRO,eco016,50.0,4.0,2021-06-13 11:41:19,2021-06-13 12:00:00,Midday,Summer,15.0,100.0,Cfb,0.7409528493881226
13.0,13.0,0.104457185,1.0801116,0.4760929,4.4353085,47.223873,0.35572138,13.0,1.4237514270842075,6.489146292507649,URB,URB,eco016,50.0,4.0,2021-06-13 11:41:19,2021-06-13 12:00:00,Midday,Summer,15.0,100.0,Cfb,0.7409528493881226
14.0,14.0,0.12518273,1.1513075,0.6147178,4.672076,47.776062,0.38463262,14.0,1.7062406499683858,8.378603362441064,CVM,CVM,eco016,50.0,4.0,2021-06-13 11:41:19,2021-06-13 12:00:00,Midday,Summer,15.0,100.0,Cfb,0.7409528493881226
17.0,17.0,0.103440024,0.8379714,0.49713716,5.1291513,51.497375,0.35058022,17.0,1.4098875265568496,6.775979478657246,WAT,WAT,eco016,50.0,4.0,2021-06-13 11:41:19,2021-06-13 12:00:00,Midday,Summer,15.0,100.0,Cfb,0.7409528493881226
10.0,10.0,0.02738098,0.27974087,0.057074104,1.6435021,87.0244,0.24758084,10.0,0.3732027649134398,0.7779200307652354,GRA,GRA,fos123,42.0,118.0,2020-04-14 07:30:29,2020-04-14 15:30:00,Afternoon,Spring,22.0,96.0,Dwb,1.5063700675964355
12.0,12.0,-0.023953086,0.27127892,-0.058313437,1.8305432,85.472336,0.24876639,12.0,-0.32648055898025635,-0.7948121436685324,CRO,CRO,fos123,42.0,118.0,2020-04-14 07:30:29,2020-04-14 15:30:00,Afternoon,Spring,22.0,96.0,Dwb,1.5063700675964355
13.0,13.0,-0.037291393,0.23893368,-0.05743885,1.7950604,85.482254,0.23088646,13.0,-0.5082816822826862,-0.7828915309906006,URB,URB,fos123,42.0,118.0,2020-04-14 07:30:29,2020-04-14 15:30:00,Afternoon,Spring,22.0,96.0,Dwb,1.5063700675964355
1.0,1.0,0.28299388,1.6248465,0.078233875,0.471794,45.9035,0.21246958,1.0,3.857206623852253,1.0663277208060027,ENF,ENF,fos092,43.0,76.0,2020-10-01 09:37:09,2020-10-01 14:30:00,Midday,Fall,27.0,51.0,Dfc,-0.9949323534965515
10.0,10.0,0.068335,0.53818935,0.050230563,1.2184477,69.49458,0.26180387,10.0,0.93140600502491,0.684642569422722,GRA,GRA,fos092,43.0,76.0,2020-10-01 09:37:09,2020-10-01 14:30:00,Midday,Fall,27.0,51.0,Dfc,-0.9949323534965515
12.0,12.0,0.08665216,0.77686536,0.11322053,1.4157519,92.64689,0.23594192,12.0,1.18106893658638,1.5431957934796812,CRO,CRO,fos092,43.0,76.0,2020-10-01 09:37:09,2020-10-01 14:30:00,Midday,Fall,27.0,51.0,Dfc,-0.9949323534965515
13.0,13.0,0.023542184,0.750843,0.08998628,1.3772833,87.29657,0.22350627,13.0,0.3208799731358886,1.2265129910409451,URB,URB,fos092,43.0,76.0,2020-10-01 09:37:09,2020-10-01 14:30:00,Midday,Fall,27.0,51.0,Dfc,-0.9949323534965515
16.0,16.0,0.0027232957,0.16856787,-0.027507665,1.5141808,30.227034,0.3451748,16.0,0.03711852048989386,-0.374929468985647,BSV,BSV,fos092,43.0,76.0,2020-10-01 09:37:09,2020-10-01 14:30:00,Midday,Fall,27.0,51.0,Dfc,-0.9949323534965515
10.0,10.0,0.17500716,0.93477374,0.42325187,2.5311086,84.67655,0.2961394,10.0,2.3853476518392562,5.768922951221467,GRA,GRA,fos085,51.0,4.0,2021-10-09 13:39:49,2021-10-09 14:00:00,Midday,Fall,15.0,100.0,Cfb,0.5324597358703613
12.0,12.0,0.1315623,0.84275764,0.34396353,2.587765,86.25969,0.27289635,12.0,1.7931940478086472,4.688222963511944,CRO,CRO,fos085,51.0,4.0,2021-10-09 13:39:49,2021-10-09 14:00:00,Midday,Fall,15.0,100.0,Cfb,0.5324597358703613
13.0,13.0,0.06361549,0.7741613,0.16368383,2.6129615,65.52288,0.23664494,13.0,0.8670791760832072,2.231010625958443,URB,URB,fos085,51.0,4.0,2021-10-09 13:39:49,2021-10-09 14:00:00,Midday,Fall,15.0,100.0,Cfb,0.5324597358703613
14.0,14.0,0.117978096,0.9581494,0.2945755,2.6673632,84.50191,0.27838513,14.0,1.6080414485931398,4.015064234137535,CVM,CVM,fos085,51.0,4.0,2021-10-09 13:39:49,2021-10-09 14:00:00,Midday,Fall,15.0,100.0,Cfb,0.5324597358703613
17.0,17.0,0.0456898,0.74427307,0.11640973,2.7505682,52.9035,0.22537652,17.0,0.6227519588917494,1.586664571389556,WAT,WAT,fos085,51.0,4.0,2021-10-09 13:39:49,2021-10-09 14:00:00,Midday,Fall,15.0,100.0,Cfb,0.5324597358703613
1.0,1.0,0.059645154,0.78511196,0.2161378,3.0878367,49.50031,0.273667,1.0,0.8129634433239699,2.945958168208599,ENF,ENF,fos047,40.0,-3.0,2022-10-25 10:33:29,2022-10-25 10:30:00,Morning,Fall,7.0,100.0,BSk,-0.875709056854248
8.0,8.0,0.059510875,0.68448436,0.19460067,3.1247044,78.73749,0.2533533,8.0,0.811133232973516,2.652407152950764,WSA,WSA,fos047,40.0,-3.0,2022-10-25 10:33:29,2022-10-25 10:30:00,Morning,Fall,7.0,100.0,BSk,-0.875709056854248
9.0,9.0,0.076203845,0.5910597,0.1949483,3.079433,83.18881,0.2522391,9.0,1.0386584133654833,2.65714533880353,SAV,SAV,fos047,40.0,-3.0,2022-10-25 10:33:29,2022-10-25 10:30:00,Morning,Fall,7.0,100.0,BSk,-0.875709056854248
10.0,10.0,0.07901129,0.4871016,0.20681384,2.935428,79.18223,0.2712634,10.0,1.076923899948597,2.8188726672530175,GRA,GRA,fos047,40.0,-3.0,2022-10-25 10:33:29,2022-10-25 10:30:00,Morning,Fall,7.0,100.0,BSk,-0.875709056854248
12.0,12.0,0.058076028,0.18416879,0.12555937,2.7493792,53.20726,0.29059583,12.0,0.7915762586519123,1.7113742770254612,CRO,CRO,fos047,40.0,-3.0,2022-10-25 10:33:29,2022-10-25 10:30:00,Morning,Fall,7.0,100.0,BSk,-0.875709056854248
13.0,13.0,0.08157016,0.6836402,0.121049665,2.918629,64.22275,0.2635147,13.0,1.1118013267219067,1.6499069327861071,URB,URB,fos047,40.0,-3.0,2022-10-25 10:33:29,2022-10-25 10:30:00,Morning,Fall,7.0,100.0,BSk,-0.875709056854248
1.0,1.0,0.07915961,1.0901815,0.3393292,5.070626,68.457344,0.24882671,1.0,1.0789454839378596,4.625057171881199,ENF,ENF,vol091,-41.0,-72.0,2022-01-31 12:47:08,2022-01-31 08:00:00,Morning,Summer,15.0,82.0,Cfb,0.6613169312477112
2.0,2.0,0.08014976,1.3681153,0.50031674,6.231256,64.928566,0.26037523,2.0,1.0924412605911493,6.8193171536922454,EBF,EBF,vol091,-41.0,-72.0,2022-01-31 12:47:08,2022-01-31 08:00:00,Morning,Summer,15.0,82.0,Cfb,0.6613169312477112
