IGBP_MODIS,IGBP_VIIRS,WUE,SIF,ET,LST,Phase_Angle,SIF_Uncertainty,IGBP,WUE_gCkgH20,GPP,IGBP_class_MODIS,IGBP_class_VIIRS,SiteName,Lat,Lon,Timestamp,LocalTime,TOD,Season,kg_class,kg_confidence,kg_label,SPEI
2.0,2.0,0.0014833224,0.39409724,252.62502,295.55994,52.19298,0.2694593,2.0,1.1484057759430744,5.371545364558697,EBF,EBF,fos099,-29.0,31.0,2020-07-22 11:40:09,2020-07-22 13:30:00,Midday,Winter,14.0,95.0,Cfa,-0.4967578649520874
4.0,4.0,0.000855912,0.22664319,197.26047,298.1825,49.890274,0.24668954,4.0,0.6626572227700634,3.089146676808596,DBF,DBF,fos099,-29.0,31.0,2020-07-22 11:40:09,2020-07-22 13:30:00,Midday,Winter,14.0,95.0,Cfa,-0.4967578649520874
8.0,8.0,0.00070309086,0.15972064,193.36563,298.1009,50.23644,0.24661484,8.0,0.5443412906777784,2.1769923825562003,WSA,WSA,fos099,-29.0,31.0,2020-07-22 11:40:09,2020-07-22 13:30:00,Midday,Winter,14.0,95.0,Cfa,-0.4967578649520874
9.0,9.0,0.0009679272,0.19777237,167.5395,299.1428,51.29846,0.25411686,9.0,0.7493807437285587,2.6956373865902425,SAV,SAV,fos099,-29.0,31.0,2020-07-22 11:40:09,2020-07-22 13:30:00,Midday,Winter,14.0,95.0,Cfa,-0.4967578649520874
10.0,10.0,9.215341e-05,0.07184098,98.070305,297.90192,56.735073,0.25103474,10.0,0.07134626274140225,0.9791925459355116,GRA,GRA,fos099,-29.0,31.0,2020-07-22 11:40:09,2020-07-22 13:30:00,Midday,Winter,14.0,95.0,Cfa,-0.4967578649520874
11.0,11.0,0.0016832177,0.40176454,189.27545,294.10242,61.87166,0.24256693,11.0,1.3031671306415145,5.476050705611706,WET,WET,fos099,-29.0,31.0,2020-07-22 11:40:09,2020-07-22 13:30:00,Midday,Winter,14.0,95.0,Cfa,-0.4967578649520874
12.0,12.0,0.0011615958,0.20420934,107.74454,299.08472,52.58978,0.2609063,12.0,0.8993212634089723,2.7833733396232128,CRO,CRO,fos099,-29.0,31.0,2020-07-22 11:40:09,2020-07-22 13:30:00,Midday,Winter,14.0,95.0,Cfa,-0.4967578649520874
13.0,13.0,0.0009198931,0.17369221,157.94807,299.1158,52.589577,0.25557902,13.0,0.7121921531833313,2.367424842864275,URB,URB,fos099,-29.0,31.0,2020-07-22 11:40:09,2020-07-22 13:30:00,Midday,Winter,14.0,95.0,Cfa,-0.4967578649520874
14.0,14.0,0.0011124385,0.23042797,213.53963,298.67865,52.975876,0.26718798,14.0,0.8612630974254853,3.140733170062304,CVM,CVM,fos099,-29.0,31.0,2020-07-22 11:40:09,2020-07-22 13:30:00,Midday,Winter,14.0,95.0,Cfa,-0.4967578649520874
7.0,7.0,-0.00089043315,-0.043492265,49.757053,301.438,49.51013,0.26990974,7.0,-0.6893839140839767,-0.5927995725721121,OSH,OSH,fos211,40.0,-117.0,2021-08-17 15:33:59,2021-08-17 08:00:00,Morning,Summer,5.0,69.0,BWk,-1.3057410717010498
10.0,10.0,-0.0010646436,-0.05635626,61.395798,294.03467,60.170895,0.25974438,10.0,-0.8242597242854843,-0.7681358059495688,GRA,GRA,fos211,40.0,-117.0,2021-08-17 15:33:59,2021-08-17 08:00:00,Morning,Summer,5.0,69.0,BWk,-1.3057410717010498
12.0,12.0,-0.00010712618,-0.012242332,151.56804,291.4608,52.706734,0.2831533,12.0,-0.08293835993135945,-0.16686298653483392,CRO,CRO,fos211,40.0,-117.0,2021-08-17 15:33:59,2021-08-17 08:00:00,Morning,Summer,5.0,69.0,BWk,-1.3057410717010498
13.0,13.0,0.0023028636,0.17123508,95.17933,296.22684,41.559814,0.27427953,13.0,1.7829043650510332,2.333934202194214,URB,URB,fos211,40.0,-117.0,2021-08-17 15:33:59,2021-08-17 08:00:00,Morning,Summer,5.0,69.0,BWk,-1.3057410717010498
16.0,16.0,0.0003045671,-0.012735541,55.47291,294.61594,47.924034,0.29703295,16.0,0.23579946742254215,-0.17358542353846135,BSV,BSV,fos211,40.0,-117.0,2021-08-17 15:33:59,2021-08-17 08:00:00,Morning,Summer,5.0,69.0,BWk,-1.3057410717010498
10.0,10.0,0.001073646,0.28921756,278.12894,264.93777,10.298557,0.36011773,10.0,0.8312294867896951,3.9420353630185128,GRA,GRA,fos057,39.0,-104.0,2020-05-31 21:43:00,2020-05-31 15:00:00,Afternoon,Spring,7.0,100.0,BSk,-1.135238766670227
8.0,8.0,0.0009152501,0.15806973,137.91425,290.94122,68.87075,0.29189706,8.0,0.708597493439953,2.1544904172420503,WSA,WSA,fos028,37.0,-121.0,2020-10-09 18:52:09,2020-10-09 11:00:00,Midday,Fall,7.0,91.0,BSk,-1.6503212451934814
9.0,9.0,-0.0023645523,-0.011691229,97.38555,289.66122,65.21514,0.24476384,9.0,-1.8306644981236613,-0.15935145696625114,SAV,SAV,fos028,37.0,-121.0,2020-10-09 18:52:09,2020-10-09 11:00:00,Midday,Fall,7.0,91.0,BSk,-1.6503212451934814
10.0,10.0,0.002318244,0.16544898,86.525085,291.00644,72.6653,0.26129907,10.0,1.794811996539541,2.2550695775449277,GRA,GRA,fos028,37.0,-121.0,2020-10-09 18:52:09,2020-10-09 11:00:00,Midday,Fall,7.0,91.0,BSk,-1.6503212451934814
12.0,12.0,0.0014998958,0.13013099,148.3137,292.9126,72.64892,0.27693164,12.0,1.1612371510744848,1.7736854119598866,CRO,CRO,fos028,37.0,-121.0,2020-10-09 18:52:09,2020-10-09 11:00:00,Midday,Fall,7.0,91.0,BSk,-1.6503212451934814
13.0,13.0,0.0033561024,0.37610573,136.71094,280.5411,73.502396,0.2537508,13.0,2.598334311459238,5.126321042180062,URB,URB,fos028,37.0,-121.0,2020-10-09 18:52:09,2020-10-09 11:00:00,Midday,Fall,7.0,91.0,BSk,-1.6503212451934814
1.0,1.0,0.001680617,0.46064758,239.83826,300.7971,74.905685,0.24535847,1.0,1.3011536236669372,6.2786265563964845,ENF,ENF,fos084,-33.0,-70.0,2021-03-01 18:26:30,2021-03-01 14:00:00,Midday,Fall,29.0,80.0,ET,-0.26964715123176575
6.0,6.0,0.0021567587,0.27107954,120.19191,279.28073,74.315,0.23514748,6.0,1.6697881750189016,3.6948141336441043,CSH,CSH,fos084,-33.0,-70.0,2021-03-01 18:26:30,2021-03-01 14:00:00,Midday,Fall,29.0,80.0,ET,-0.26964715123176575
7.0,7.0,0.0025130592,0.26980057,123.57696,287.1959,72.11974,0.24463008,7.0,1.9456402528782404,3.677381817996502,OSH,OSH,fos084,-33.0,-70.0,2021-03-01 18:26:30,2021-03-01 14:00:00,Midday,Fall,29.0,80.0,ET,-0.26964715123176575
8.0,8.0,0.00062077696,0.15561923,154.40125,295.68982,73.78713,0.24816628,8.0,0.48061289363116183,2.1210901573300363,WSA,WSA,fos084,-33.0,-70.0,2021-03-01 18:26:30,2021-03-01 14:00:00,Midday,Fall,29.0,80.0,ET,-0.26964715123176575
10.0,10.0,0.0021369986,0.18743533,99.68406,297.5141,49.268036,0.29796854,10.0,1.6544896679978265,2.554743533730507,GRA,GRA,fos084,-33.0,-70.0,2021-03-01 18:26:30,2021-03-01 14:00:00,Midday,Fall,29.0,80.0,ET,-0.26964715123176575
13.0,13.0,0.0051282765,0.4033828,142.34459,271.89536,73.73047,0.297121,13.0,3.9703725739039677,5.498107672631741,URB,URB,fos084,-33.0,-70.0,2021-03-01 18:26:30,2021-03-01 14:00:00,Midday,Fall,29.0,80.0,ET,-0.26964715123176575
16.0,16.0,0.0017155138,0.116997965,32.938,271.79486,48.55738,0.29053137,16.0,1.3281711198265744,1.594682258591056,BSV,BSV,fos084,-33.0,-70.0,2021-03-01 18:26:30,2021-03-01 14:00:00,Midday,Fall,29.0,80.0,ET,-0.26964715123176575
10.0,10.0,0.001985927,0.12725672,60.766792,302.9089,51.93741,0.23453757,10.0,1.5375283466071712,1.734509110748768,GRA,GRA,coc102,-22.0,27.0,2020-08-23 14:09:10,2020-08-23 16:00:00,Afternoon,Winter,6.0,100.0,BSh,-1.2362316846847534
1.0,1.0,0.0020685892,0.08265042,86.58105,265.4005,64.17909,0.26191637,1.0,1.6015263228552632,1.1265252661705019,ENF,ENF,tmx025,39.0,-111.0,2022-04-15 15:31:19,2022-04-15 08:00:00,Morning,Spring,5.0,90.0,BWk,-1.4125036001205444
7.0,7.0,-0.00090092677,-0.08560328,84.06341,290.74646,45.027103,0.29803634,7.0,-0.6975081984140984,-1.166772731691599,OSH,OSH,tmx025,39.0,-111.0,2022-04-15 15:31:19,2022-04-15 08:00:00,Morning,Spring,5.0,90.0,BWk,-1.4125036001205444
9.0,9.0,0.0030684576,0.51179475,87.5139,270.74652,60.996204,0.33131918,9.0,2.3756362940852647,6.975762386918069,SAV,SAV,tmx025,39.0,-111.0,2022-04-15 15:31:19,2022-04-15 08:00:00,Morning,Spring,5.0,90.0,BWk,-1.4125036001205444
12.0,12.0,0.0017963416,0.18748766,100.80525,277.73663,74.041534,0.26247776,12.0,1.390749005837807,2.5554568308591845,CRO,CRO,tmx025,39.0,-111.0,2022-04-15 15:31:19,2022-04-15 08:00:00,Morning,Spring,5.0,90.0,BWk,-1.4125036001205444
13.0,13.0,0.0021528106,0.18628441,92.56402,269.3602,76.58029,0.25329894,13.0,1.6667315019868598,2.539056480675936,URB,URB,tmx025,39.0,-111.0,2022-04-15 15:31:19,2022-04-15 08:00:00,Morning,Spring,5.0,90.0,BWk,-1.4125036001205444
16.0,16.0,-0.00065672945,-0.07797725,86.56316,290.1364,44.40815,0.3088404,16.0,-0.5084477348220862,-1.0628298839181662,BSV,BSV,tmx025,39.0,-111.0,2022-04-15 15:31:19,2022-04-15 08:00:00,Morning,Spring,5.0,90.0,BWk,-1.4125036001205444
10.0,10.0,-0.0008921419,0.11919287,52.51086,297.94745,37.751816,0.28393158,10.0,-0.690706844046951,1.624598797261715,GRA,GRA,fos084,-33.0,-70.0,2022-03-16 20:06:19,2022-03-16 15:30:00,Afternoon,Fall,29.0,80.0,ET,-1.1759227514266968
16.0,16.0,-0.008158864,-0.19344777,40.654144,275.35455,30.421894,0.27097136,16.0,-6.316689718847957,-2.636693087220192,BSV,BSV,fos084,-33.0,-70.0,2022-03-16 20:06:19,2022-03-16 15:30:00,Afternoon,Fall,29.0,80.0,ET,-1.1759227514266968
1.0,1.0,0.002666116,0.74351853,273.28156,298.59943,31.730173,0.30383602,1.0,2.064138653406964,10.134157581925393,ENF,ENF,tcc122,47.0,2.0,2020-05-30 16:22:29,2020-05-30 16:30:00,Afternoon,Spring,15.0,100.0,Cfb,-0.7738877534866333
4.0,4.0,0.0049614487,1.3857248,270.11545,295.90918,29.738413,0.3318398,4.0,3.8412125007236457,18.887428791522982,DBF,DBF,tcc122,47.0,2.0,2020-05-30 16:22:29,2020-05-30 16:30:00,Afternoon,Spring,15.0,100.0,Cfb,-0.7738877534866333
5.0,5.0,0.004844265,1.3880999,276.21738,296.5662,29.101303,0.32209647,5.0,3.7504875177062056,18.919801757335662,MF,MF,tcc122,47.0,2.0,2020-05-30 16:22:29,2020-05-30 16:30:00,Afternoon,Spring,15.0,100.0,Cfb,-0.7738877534866333
8.0,8.0,0.004980555,1.3599,261.13873,297.5606,27.624153,0.33520916,8.0,3.856004656706978,18.535436968803406,WSA,WSA,tcc122,47.0,2.0,2020-05-30 16:22:29,2020-05-30 16:30:00,Afternoon,Spring,15.0,100.0,Cfb,-0.7738877534866333
9.0,9.0,0.005565166,1.6127732,250.73236,298.54825,25.77748,0.34889293,9.0,4.3086175907596855,21.98209844350815,SAV,SAV,tcc122,47.0,2.0,2020-05-30 16:22:29,2020-05-30 16:30:00,Afternoon,Spring,15.0,100.0,Cfb,-0.7738877534866333
12.0,12.0,0.005376694,1.285421,237.04836,299.5944,45.79666,0.33138564,12.0,4.162700164368023,17.52028841853142,CRO,CRO,tcc122,47.0,2.0,2020-05-30 16:22:29,2020-05-30 16:30:00,Afternoon,Spring,15.0,100.0,Cfb,-0.7738877534866333
13.0,13.0,0.0036442347,0.80948585,211.88904,302.84302,26.497364,0.28745905,13.0,2.821409793793351,11.033292172551155,URB,URB,tcc122,47.0,2.0,2020-05-30 16:22:29,2020-05-30 16:30:00,Afternoon,Spring,15.0,100.0,Cfb,-0.7738877534866333
14.0,14.0,0.0046205698,1.2609992,264.1913,299.08344,35.635906,0.33130184,14.0,3.5772999604167808,17.187419133186342,CVM,CVM,tcc122,47.0,2.0,2020-05-30 16:22:29,2020-05-30 16:30:00,Afternoon,Spring,15.0,100.0,Cfb,-0.7738877534866333
10.0,10.0,inf,0.29750025,113.90142,271.816,80.763,0.24336387,10.0,inf,4.054928444623948,GRA,GRA,fos183,45.0,-106.0,2022-04-30 14:46:29,2022-04-30 07:30:00,Morning,Spring,7.0,99.0,BSk,2.466095209121704
10.0,10.0,0.0012272069,0.26818836,220.67738,298.76422,58.38369,0.29060552,10.0,0.9501181507561949,3.6554073107242586,GRA,GRA,tmx005,35.0,-101.0,2021-10-08 17:20:58,2021-10-08 10:30:00,Morning,Fall,7.0,70.0,BSk,-0.9227305054664612
12.0,12.0,0.0018966213,0.42570525,238.13672,298.18356,56.133236,0.31367773,12.0,1.4683867343012387,5.802362613081932,CRO,CRO,tmx005,35.0,-101.0,2021-10-08 17:20:58,2021-10-08 10:30:00,Morning,Fall,7.0,70.0,BSk,-0.9227305054664612
13.0,13.0,0.0016734927,0.31845957,199.56265,303.1844,53.290268,0.31849334,13.0,1.2956379304564083,4.340603944659233,URB,URB,tmx005,35.0,-101.0,2021-10-08 17:20:58,2021-10-08 10:30:00,Morning,Fall,7.0,70.0,BSk,-0.9227305054664612
8.0,8.0,0.002902655,0.5617602,238.64459,274.48206,63.38758,0.26602066,8.0,2.2472699067786284,7.656791350841523,WSA,WSA,eco012,-37.0,144.0,2021-05-26 01:48:38,2021-05-26 11:30:00,Midday,Fall,7.0,71.0,BSk,0.5127536654472351
9.0,9.0,0.0035057561,0.51725215,208.641,273.35184,67.51959,0.2719437,9.0,2.7141980281974134,7.05014676630497,SAV,SAV,eco012,-37.0,144.0,2021-05-26 01:48:38,2021-05-26 11:30:00,Midday,Fall,7.0,71.0,BSk,0.5127536654472351
10.0,10.0,0.0024021603,0.815379,211.23875,276.09277,46.555584,0.27664116,10.0,1.8597810347457393,11.113616091012956,GRA,GRA,eco012,-37.0,144.0,2021-05-26 01:48:38,2021-05-26 11:30:00,Midday,Fall,7.0,71.0,BSk,0.5127536654472351
12.0,12.0,0.0024305983,0.5209148,180.71425,279.6065,62.394016,0.26823917,12.0,1.8817980214847623,7.100068628787994,CRO,CRO,eco012,-37.0,144.0,2021-05-26 01:48:38,2021-05-26 11:30:00,Midday,Fall,7.0,71.0,BSk,0.5127536654472351
1.0,1.0,0.0019347958,1.2535763,399.8811,295.52005,78.51566,0.34712696,1.0,1.497941844107663,17.086244678497316,ENF,ENF,fos015,51.0,0.0,2021-06-08 14:00:50,2021-06-08 14:00:00,Midday,Summer,15.0,100.0,Cfb,0.8454294204711914
4.0,4.0,0.003817137,1.9775801,481.80316,291.12766,51.040813,0.35667706,4.0,2.955272856854311,26.954416360855102,DBF,DBF,fos015,51.0,0.0,2021-06-08 14:00:50,2021-06-08 14:00:00,Midday,Summer,15.0,100.0,Cfb,0.8454294204711914
5.0,5.0,0.0030764313,1.4533495,464.8656,294.911,64.77654,0.3435856,5.0,2.3818096668120647,19.809153290987016,MF,MF,fos015,51.0,0.0,2021-06-08 14:00:50,2021-06-08 14:00:00,Midday,Summer,15.0,100.0,Cfb,0.8454294204711914
8.0,8.0,0.002353892,1.136382,450.30542,297.55887,75.95222,0.30652043,8.0,1.8224111023906264,15.488886438608171,WSA,WSA,fos015,51.0,0.0,2021-06-08 14:00:50,2021-06-08 14:00:00,Midday,Summer,15.0,100.0,Cfb,0.8454294204711914
9.0,9.0,0.003368491,1.5524737,451.2701,298.00293,59.45305,0.3566988,9.0,2.6079257790161128,21.160216044187546,SAV,SAV,fos015,51.0,0.0,2021-06-08 14:00:50,2021-06-08 14:00:00,Midday,Summer,15.0,100.0,Cfb,0.8454294204711914
10.0,10.0,0.0051286574,2.2747517,454.4659,296.37567,29.997107,0.43962634,10.0,3.9706674796703427,31.00486516952515,GRA,GRA,fos015,51.0,0.0,2021-06-08 14:00:50,2021-06-08 14:00:00,Midday,Summer,15.0,100.0,Cfb,0.8454294204711914
11.0,11.0,0.0020221376,0.80137444,434.48273,296.68497,67.52532,0.30696678,11.0,1.56556296121838,10.922733554840088,WET,WET,fos015,51.0,0.0,2021-06-08 14:00:50,2021-06-08 14:00:00,Midday,Summer,15.0,100.0,Cfb,0.8454294204711914
12.0,12.0,0.0052294564,2.342277,447.7928,297.30017,30.891827,0.43364608,12.0,4.048707188487697,31.925236191749576,CRO,CRO,fos015,51.0,0.0,2021-06-08 14:00:50,2021-06-08 14:00:00,Midday,Summer,15.0,100.0,Cfb,0.8454294204711914
13.0,13.0,0.0026035688,1.0141058,391.5122,304.08984,58.87067,0.31300166,13.0,2.015713900798502,13.822262010574342,URB,URB,fos015,51.0,0.0,2021-06-08 14:00:50,2021-06-08 14:00:00,Midday,Summer,15.0,100.0,Cfb,0.8454294204711914
14.0,14.0,0.0045587425,2.0209792,451.5144,297.6429,45.545372,0.40235877,14.0,3.529432572496358,27.54594603300095,CVM,CVM,fos015,51.0,0.0,2021-06-08 14:00:50,2021-06-08 14:00:00,Midday,Summer,15.0,100.0,Cfb,0.8454294204711914
17.0,17.0,inf,1.1965265,378.4007,283.45575,56.69606,0.31595412,17.0,inf,16.308656568527223,WAT,WAT,fos015,51.0,0.0,2021-06-08 14:00:50,2021-06-08 14:00:00,Midday,Summer,15.0,100.0,Cfb,0.8454294204711914
10.0,10.0,0.006337173,0.80381775,127.76277,292.64954,57.5197,0.29932246,10.0,4.906314427815473,10.956035919189453,GRA,GRA,fos190,49.0,-103.0,2021-06-21 14:44:39,2021-06-21 08:00:00,Morning,Summer,26.0,100.0,Dfb,-1.2225117683410645
12.0,12.0,0.007971027,1.0869532,140.2372,289.4049,62.825996,0.3260593,12.0,6.1712636818934214,14.815171613693238,CRO,CRO,fos190,49.0,-103.0,2021-06-21 14:44:39,2021-06-21 08:00:00,Morning,Summer,26.0,100.0,Dfb,-1.2225117683410645
13.0,13.0,0.004759532,0.47457233,149.68773,292.32224,75.02905,0.28016552,13.0,3.684886126548636,6.468420867621899,URB,URB,fos190,49.0,-103.0,2021-06-21 14:44:39,2021-06-21 08:00:00,Morning,Summer,26.0,100.0,Dfb,-1.2225117683410645
12.0,12.0,0.0030421116,0.31874657,198.09285,280.38196,44.602226,0.29908758,12.0,2.355238945678076,4.344515705108643,CRO,CRO,fos035,-34.0,-58.0,2021-05-23 16:32:18,2021-05-23 12:30:00,Midday,Fall,14.0,100.0,Cfa,0.5448224544525146
13.0,13.0,0.004470828,0.6593616,275.45013,275.83755,57.94224,0.3007344,13.0,3.461368105304712,8.987098619937898,URB,URB,fos035,-34.0,-58.0,2021-05-23 16:32:18,2021-05-23 12:30:00,Midday,Fall,14.0,100.0,Cfa,0.5448224544525146
1.0,1.0,0.0029467633,0.87395084,337.09506,291.44916,46.979496,0.3084423,1.0,2.2814191292756596,11.911949936151505,ENF,ENF,eco079,44.0,-123.0,2020-08-13 18:11:59,2020-08-13 10:00:00,Morning,Summer,9.0,100.0,Csb,-1.373235821723938
2.0,2.0,0.004672867,1.120329,379.32037,293.5971,42.63094,0.3446542,2.0,3.6177889358498807,15.270084575414659,EBF,EBF,eco079,44.0,-123.0,2020-08-13 18:11:59,2020-08-13 10:00:00,Morning,Summer,9.0,100.0,Csb,-1.373235821723938
4.0,4.0,0.003688866,1.3276561,268.72437,299.84677,41.53732,0.36272335,4.0,2.855963880808279,18.095953322649002,DBF,DBF,eco079,44.0,-123.0,2020-08-13 18:11:59,2020-08-13 10:00:00,Morning,Summer,9.0,100.0,Csb,-1.373235821723938
5.0,5.0,0.0027221842,0.83107406,393.83105,292.91464,50.43652,0.3122514,5.0,2.1075473040833255,11.327539424300195,MF,MF,eco079,44.0,-123.0,2020-08-13 18:11:59,2020-08-13 10:00:00,Morning,Summer,9.0,100.0,Csb,-1.373235821723938
7.0,7.0,0.0001022123,0.03562641,347.64407,300.63684,61.88935,0.31933117,7.0,0.0791339786552386,0.4855879878997803,OSH,OSH,eco079,44.0,-123.0,2020-08-13 18:11:59,2020-08-13 10:00:00,Morning,Summer,9.0,100.0,Csb,-1.373235821723938
8.0,8.0,0.0024872606,0.6166559,251.43771,300.8636,46.77738,0.31943783,8.0,1.9256666963150288,8.405019728541374,WSA,WSA,eco079,44.0,-123.0,2020-08-13 18:11:59,2020-08-13 10:00:00,Morning,Summer,9.0,100.0,Csb,-1.373235821723938
9.0,9.0,0.0025130843,0.594829,251.44673,303.84476,48.485016,0.32738793,9.0,1.9456597209850672,8.107519581913948,SAV,SAV,eco079,44.0,-123.0,2020-08-13 18:11:59,2020-08-13 10:00:00,Morning,Summer,9.0,100.0,Csb,-1.373235821723938
10.0,10.0,0.00066704606,0.5761151,153.7138,305.74988,50.803974,0.3316813,10.0,0.5164349762983653,7.852448428273202,GRA,GRA,eco079,44.0,-123.0,2020-08-13 18:11:59,2020-08-13 10:00:00,Morning,Summer,9.0,100.0,Csb,-1.373235821723938
12.0,12.0,0.0011728021,0.29914832,279.25787,304.27124,58.116814,0.3294628,12.0,0.9079972792943706,4.077391617298127,CRO,CRO,eco079,44.0,-123.0,2020-08-13 18:11:59,2020-08-13 10:00:00,Morning,Summer,9.0,100.0,Csb,-1.373235821723938
13.0,13.0,0.0017661402,0.41273215,264.4206,303.72876,49.05336,0.29374638,13.0,1.3673667279774369,5.625539260804653,URB,URB,eco079,44.0,-123.0,2020-08-13 18:11:59,2020-08-13 10:00:00,Morning,Summer,9.0,100.0,Csb,-1.373235821723938
14.0,14.0,0.002081198,0.5059282,294.23053,301.1215,53.227905,0.3119525,14.0,1.6112881363468714,6.895801616311074,CVM,CVM,eco079,44.0,-123.0,2020-08-13 18:11:59,2020-08-13 10:00:00,Morning,Summer,9.0,100.0,Csb,-1.373235821723938
17.0,17.0,inf,0.6180552,328.3863,283.54166,52.638138,0.26419127,17.0,inf,8.424092708826066,WAT,WAT,eco079,44.0,-123.0,2020-08-13 18:11:59,2020-08-13 10:00:00,Morning,Summer,9.0,100.0,Csb,-1.373235821723938
2.0,2.0,0.0024923382,1.5938119,621.82623,301.62064,33.142574,0.3851645,2.0,1.9295978118120372,21.723655782938003,EBF,EBF,fos133,-22.0,-43.0,2021-11-23 15:37:09,2021-11-23 13:00:00,Midday,Spring,3.0,79.0,Aw,-1.3352642059326172
8.0,8.0,0.0024009715,1.4506102,597.24115,304.02652,36.805073,0.3857756,8.0,1.858860625917432,19.77181649208069,WSA,WSA,fos133,-22.0,-43.0,2021-11-23 15:37:09,2021-11-23 13:00:00,Midday,Spring,3.0,79.0,Aw,-1.3352642059326172
9.0,9.0,0.0028314095,1.5863658,541.32184,306.49576,43.73184,0.39328057,9.0,2.19211081155036,21.622166112661365,SAV,SAV,fos133,-22.0,-43.0,2021-11-23 15:37:09,2021-11-23 13:00:00,Midday,Spring,3.0,79.0,Aw,-1.3352642059326172
10.0,10.0,0.0026093205,1.2283852,550.03937,306.7173,46.716904,0.3747605,10.0,2.020166869714615,16.742890412807466,GRA,GRA,fos133,-22.0,-43.0,2021-11-23 15:37:09,2021-11-23 13:00:00,Midday,Spring,3.0,79.0,Aw,-1.3352642059326172
11.0,11.0,0.0014304102,0.8753851,529.5262,304.37613,26.666647,0.34766275,11.0,1.1074405529337135,11.931498989462852,WET,WET,fos133,-22.0,-43.0,2021-11-23 15:37:09,2021-11-23 13:00:00,Midday,Spring,3.0,79.0,Aw,-1.3352642059326172
13.0,13.0,inf,0.9727985,466.99527,313.10507,33.859028,0.36231148,13.0,inf,13.259243913292886,URB,URB,fos133,-22.0,-43.0,2021-11-23 15:37:09,2021-11-23 13:00:00,Midday,Spring,3.0,79.0,Aw,-1.3352642059326172
4.0,4.0,0.0012564332,0.39458126,225.19919,276.65372,55.032482,0.26740935,4.0,0.9727454986962846,5.378142550587654,DBF,DBF,fos166,44.0,26.0,2021-10-23 09:10:08,2021-10-23 11:00:00,Midday,Fall,25.0,66.0,Dfa,1.9316169023513794
8.0,8.0,0.0007283462,0.30220547,228.59433,280.62253,69.886566,0.2419682,8.0,0.5638942550164212,4.119060599505902,WSA,WSA,fos166,44.0,26.0,2021-10-23 09:10:08,2021-10-23 11:00:00,Midday,Fall,25.0,66.0,Dfa,1.9316169023513794
12.0,12.0,0.001991059,0.3279173,159.23254,281.509,73.38825,0.23682278,12.0,1.5415014627420558,4.469512902796269,CRO,CRO,fos166,44.0,26.0,2021-10-23 09:10:08,2021-10-23 11:00:00,Midday,Fall,25.0,66.0,Dfa,1.9316169023513794
13.0,13.0,0.003653684,0.41808987,202.16887,280.8923,71.805214,0.24226394,13.0,2.828725475714233,5.6985648822784425,URB,URB,fos166,44.0,26.0,2021-10-23 09:10:08,2021-10-23 11:00:00,Midday,Fall,25.0,66.0,Dfa,1.9316169023513794
14.0,14.0,0.0024756738,0.40144637,210.52087,280.76755,71.29731,0.2514726,14.0,1.9166960450536281,5.4717140540480615,CVM,CVM,fos166,44.0,26.0,2021-10-23 09:10:08,2021-10-23 11:00:00,Midday,Fall,25.0,66.0,Dfa,1.9316169023513794
4.0,4.0,0.0027259432,1.009431,457.8554,291.9516,58.72131,0.33267468,4.0,2.11045760579367,13.758544591665268,DBF,DBF,fos166,44.0,26.0,2022-08-12 08:25:59,2022-08-12 10:00:00,Morning,Summer,25.0,66.0,Dfa,-0.7863377928733826
12.0,12.0,0.002250773,0.3253208,340.13528,302.08545,65.71585,0.29567474,12.0,1.7425751001980114,4.434122641384602,CRO,CRO,fos166,44.0,26.0,2022-08-12 08:25:59,2022-08-12 10:00:00,Morning,Summer,25.0,66.0,Dfa,-0.7863377928733826
13.0,13.0,0.0029315904,0.35297468,341.4952,298.78326,64.21721,0.2952,13.0,2.269672109668472,4.811044929921628,URB,URB,fos166,44.0,26.0,2022-08-12 08:25:59,2022-08-12 10:00:00,Morning,Summer,25.0,66.0,Dfa,-0.7863377928733826
14.0,14.0,0.0056056813,0.6377102,434.17334,295.45038,69.105316,0.31187898,14.0,4.339985037103478,8.691990212202073,CVM,CVM,fos166,44.0,26.0,2022-08-12 08:25:59,2022-08-12 10:00:00,Morning,Summer,25.0,66.0,Dfa,-0.7863377928733826
1.0,1.0,0.0020263225,0.8138447,401.6363,294.84406,39.577755,0.3517952,1.0,1.5688029589230401,11.09270299911499,ENF,ENF,fos151,-34.0,138.0,2022-09-19 04:11:19,2022-09-19 13:30:00,Midday,Spring,7.0,100.0,BSk,1.4969098567962646
2.0,2.0,0.0019980955,0.75505555,364.9281,288.6413,44.90352,0.32451162,2.0,1.5469492879690636,10.29140710234642,EBF,EBF,fos151,-34.0,138.0,2022-09-19 04:11:19,2022-09-19 13:30:00,Midday,Spring,7.0,100.0,BSk,1.4969098567962646
5.0,5.0,0.0037394937,1.3332447,375.6511,291.00134,40.61192,0.36827788,5.0,2.8951603902603833,18.17212500691414,MF,MF,fos151,-34.0,138.0,2022-09-19 04:11:19,2022-09-19 13:30:00,Midday,Spring,7.0,100.0,BSk,1.4969098567962646
8.0,8.0,0.002453389,0.92686206,393.70776,291.377,43.463615,0.3269141,8.0,1.8994429761592009,12.633129891753198,WSA,WSA,fos151,-34.0,138.0,2022-09-19 04:11:19,2022-09-19 13:30:00,Midday,Spring,7.0,100.0,BSk,1.4969098567962646
