IGBP_MODIS,IGBP_VIIRS,WUE,SIF,ET,LST,Phase_Angle,SIF_Uncertainty,IGBP,WUE_gCkgH20,GPP,IGBP_class_MODIS,IGBP_class_VIIRS,SiteName,Lat,Lon,Timestamp,LocalTime,TOD,Season,kg_class,kg_confidence,kg_label,SPEI
1.0,1.0,0.002169025,0.37125683,146.63577,298.8269,61.41761,0.21649837,1.0,1.6792848256851203,5.060230569839478,ENF,ENF,fos084,-33.0,-70.0,2022-02-24 19:52:41,2022-02-24 15:00:00,Afternoon,Summer,29.0,80.0,ET,-0.6825294494628906
6.0,6.0,0.0041039987,0.17330591,55.563408,306.60522,45.4063,0.24870346,6.0,3.177364478752682,2.3621596051752567,CSH,CSH,fos084,-33.0,-70.0,2022-02-24 19:52:41,2022-02-24 15:00:00,Afternoon,Summer,29.0,80.0,ET,-0.6825294494628906
7.0,7.0,0.0063018845,0.09061584,68.25824,301.1021,78.367455,0.22352734,7.0,4.878993824048159,1.2350938823819162,OSH,OSH,fos084,-33.0,-70.0,2022-02-24 19:52:41,2022-02-24 15:00:00,Afternoon,Summer,29.0,80.0,ET,-0.6825294494628906
8.0,8.0,0.0026054722,0.1999024,110.091896,301.84283,40.643486,0.25807846,8.0,2.0171875283291345,2.724669717103243,WSA,WSA,fos084,-33.0,-70.0,2022-02-24 19:52:41,2022-02-24 15:00:00,Afternoon,Summer,29.0,80.0,ET,-0.6825294494628906
9.0,9.0,0.00364286,0.21941423,70.79597,310.23355,53.892937,0.26099414,9.0,2.8203455372868245,2.990616011619568,SAV,SAV,fos084,-33.0,-70.0,2022-02-24 19:52:41,2022-02-24 15:00:00,Afternoon,Summer,29.0,80.0,ET,-0.6825294494628906
10.0,10.0,0.0032584919,0.10553332,75.61082,288.37814,61.029312,0.2536928,10.0,2.522763086483412,1.4384191070497037,GRA,GRA,fos084,-33.0,-70.0,2022-02-24 19:52:41,2022-02-24 15:00:00,Afternoon,Summer,29.0,80.0,ET,-0.6825294494628906
12.0,12.0,0.0044582393,0.49492216,153.98706,306.82516,47.26847,0.31225652,12.0,3.4516217941944656,6.745789055824281,CRO,CRO,fos084,-33.0,-70.0,2022-02-24 19:52:41,2022-02-24 15:00:00,Afternoon,Summer,29.0,80.0,ET,-0.6825294494628906
13.0,13.0,0.004679457,0.30540025,81.299904,308.01587,50.83035,0.28218734,13.0,3.622891021920466,4.162605439424515,URB,URB,fos084,-33.0,-70.0,2022-02-24 19:52:41,2022-02-24 15:00:00,Afternoon,Summer,29.0,80.0,ET,-0.6825294494628906
14.0,14.0,0.004648748,0.6010082,145.97021,307.58755,57.764236,0.2973101,14.0,3.599115776718594,8.191741449832916,CVM,CVM,fos084,-33.0,-70.0,2022-02-24 19:52:41,2022-02-24 15:00:00,Afternoon,Summer,29.0,80.0,ET,-0.6825294494628906
16.0,16.0,-0.045193482,0.06771705,43.02197,281.2704,74.70329,0.22905272,16.0,-34.9893304319654,0.9229834323376418,BSV,BSV,fos084,-33.0,-70.0,2022-02-24 19:52:41,2022-02-24 15:00:00,Afternoon,Summer,29.0,80.0,ET,-0.6825294494628906
17.0,17.0,0.008889546,0.46264982,56.976505,290.91867,35.425507,0.28043348,17.0,6.882391803895537,6.305917077064515,WAT,WAT,fos084,-33.0,-70.0,2022-02-24 19:52:41,2022-02-24 15:00:00,Afternoon,Summer,29.0,80.0,ET,-0.6825294494628906
10.0,10.0,0.0009678145,0.15521812,138.20563,301.25674,48.80862,0.30089885,10.0,0.7492934977683353,2.1156230354309082,GRA,GRA,fos191,51.0,-111.0,2021-08-11 20:20:21,2021-08-11 13:00:00,Midday,Summer,7.0,100.0,BSk,0.08466624468564987
12.0,12.0,0.0018560075,0.34098914,156.77373,293.67883,57.202274,0.32183772,12.0,1.436943037872375,4.647682014405728,CRO,CRO,fos191,51.0,-111.0,2021-08-11 20:20:21,2021-08-11 13:00:00,Midday,Summer,7.0,100.0,BSk,0.08466624468564987
1.0,1.0,0.0039451653,0.6552941,423.59012,258.8549,41.66153,0.3877899,1.0,3.0543938214612663,8.931658859848977,ENF,ENF,eco033,45.0,7.0,2020-06-17 08:29:10,2020-06-17 09:00:00,Morning,Summer,27.0,86.0,Dfc,0.6922789216041565
4.0,4.0,0.00300883,1.7146282,443.99976,261.98233,33.381874,0.46404874,4.0,2.329471824731433,23.37038263320923,DBF,DBF,eco033,45.0,7.0,2020-06-17 08:29:10,2020-06-17 09:00:00,Morning,Summer,27.0,86.0,Dfc,0.6922789216041565
5.0,5.0,0.0039303186,0.9381369,390.99002,251.15163,61.027462,0.45296878,5.0,3.042899346462081,12.786805614829063,MF,MF,eco033,45.0,7.0,2020-06-17 08:29:10,2020-06-17 09:00:00,Morning,Summer,27.0,86.0,Dfc,0.6922789216041565
8.0,8.0,0.004334169,0.8561666,371.1348,250.1507,37.43596,0.42231888,8.0,3.3555650735499847,11.669550774097443,WSA,WSA,eco033,45.0,7.0,2020-06-17 08:29:10,2020-06-17 09:00:00,Morning,Summer,27.0,86.0,Dfc,0.6922789216041565
10.0,10.0,inf,0.8546848,319.35785,254.88914,43.864735,0.47362497,10.0,inf,11.649354228973388,GRA,GRA,eco033,45.0,7.0,2020-06-17 08:29:10,2020-06-17 09:00:00,Morning,Summer,27.0,86.0,Dfc,0.6922789216041565
16.0,16.0,inf,1.2834563,79.4025,253.72165,42.266785,0.513652,16.0,inf,17.49350971698761,BSV,BSV,eco033,45.0,7.0,2020-06-17 08:29:10,2020-06-17 09:00:00,Morning,Summer,27.0,86.0,Dfc,0.6922789216041565
4.0,4.0,0.002009525,0.59952325,279.22394,292.8851,95.61941,0.27137703,4.0,1.5557980833025489,8.171501846909523,DBF,DBF,fos105,13.0,80.0,2022-01-05 03:10:29,2022-01-05 08:30:00,Morning,Winter,3.0,100.0,Aw,-1.557792067527771
7.0,7.0,0.0023336124,0.4455913,201.6358,296.4021,38.507725,0.2618977,7.0,1.806710434755381,6.07340942889452,OSH,OSH,fos105,13.0,80.0,2022-01-05 03:10:29,2022-01-05 08:30:00,Morning,Winter,3.0,100.0,Aw,-1.557792067527771
8.0,8.0,0.0021920297,0.6095609,282.8724,292.3675,92.70723,0.27824217,8.0,1.6970954395278346,8.308315160870553,WSA,WSA,fos105,13.0,80.0,2022-01-05 03:10:29,2022-01-05 08:30:00,Morning,Winter,3.0,100.0,Aw,-1.557792067527771
9.0,9.0,0.0024868706,0.6138342,270.67596,292.96646,49.616413,0.2707331,9.0,1.9253647603989665,8.366560177206994,SAV,SAV,fos105,13.0,80.0,2022-01-05 03:10:29,2022-01-05 08:30:00,Morning,Winter,3.0,100.0,Aw,-1.557792067527771
10.0,10.0,inf,0.5604623,229.09764,294.74582,49.872215,0.25440645,10.0,inf,7.639101094603539,GRA,GRA,fos105,13.0,80.0,2022-01-05 03:10:29,2022-01-05 08:30:00,Morning,Winter,3.0,100.0,Aw,-1.557792067527771
12.0,12.0,inf,0.5997515,240.63707,294.14236,68.492134,0.2604577,12.0,inf,8.17461256980896,CRO,CRO,fos105,13.0,80.0,2022-01-05 03:10:29,2022-01-05 08:30:00,Morning,Winter,3.0,100.0,Aw,-1.557792067527771
13.0,13.0,0.0014058346,0.29092452,236.65657,294.83566,86.585495,0.2387805,13.0,1.0884138133251993,3.9653011980652813,URB,URB,fos105,13.0,80.0,2022-01-05 03:10:29,2022-01-05 08:30:00,Morning,Winter,3.0,100.0,Aw,-1.557792067527771
14.0,14.0,0.0034431003,0.5833697,284.93762,293.55435,84.735725,0.26164305,14.0,2.6656890940529503,7.951328633427621,CVM,CVM,fos105,13.0,80.0,2022-01-05 03:10:29,2022-01-05 08:30:00,Morning,Winter,3.0,100.0,Aw,-1.557792067527771
17.0,17.0,0.0028496063,0.28984666,16.69318,296.8673,71.73457,0.2376278,17.0,2.2061990512637077,3.9506099581718446,WAT,WAT,fos105,13.0,80.0,2022-01-05 03:10:29,2022-01-05 08:30:00,Morning,Winter,3.0,100.0,Aw,-1.557792067527771
1.0,1.0,0.0036376435,0.34232503,130.02042,294.5759,47.062393,0.22626853,1.0,2.8163068064215238,4.6658901828527455,ENF,ENF,fos084,-33.0,-70.0,2021-01-10 21:57:59,2021-01-10 17:30:00,Afternoon,Summer,29.0,80.0,ET,0.6651841998100281
2.0,2.0,0.00249598,0.28299573,122.22371,292.58414,89.29733,0.21212195,2.0,1.932417262357191,3.85723180860281,EBF,EBF,fos084,-33.0,-70.0,2021-01-10 21:57:59,2021-01-10 17:30:00,Afternoon,Summer,29.0,80.0,ET,0.6651841998100281
6.0,6.0,0.012622937,0.2242419,33.71514,299.56165,38.89381,0.2304889,6.0,9.772827392785226,3.056417062431574,CSH,CSH,fos084,-33.0,-70.0,2021-01-10 21:57:59,2021-01-10 17:30:00,Afternoon,Summer,29.0,80.0,ET,0.6651841998100281
8.0,8.0,0.0053003994,0.30306733,70.4729,298.20343,51.967728,0.23652063,8.0,4.1036321256532995,4.130807660818101,WSA,WSA,fos084,-33.0,-70.0,2021-01-10 21:57:59,2021-01-10 17:30:00,Afternoon,Summer,29.0,80.0,ET,0.6651841998100281
9.0,9.0,0.011719675,0.1373545,35.07584,302.57245,84.07151,0.22190635,9.0,9.07351136433997,1.872141741514206,SAV,SAV,fos084,-33.0,-70.0,2021-01-10 21:57:59,2021-01-10 17:30:00,Afternoon,Summer,29.0,80.0,ET,0.6651841998100281
10.0,10.0,0.0014826228,0.019683657,42.917526,301.92834,49.34462,0.23522328,10.0,1.1478641840267703,0.26828824782744054,GRA,GRA,fos084,-33.0,-70.0,2021-01-10 21:57:59,2021-01-10 17:30:00,Afternoon,Summer,29.0,80.0,ET,0.6651841998100281
12.0,12.0,0.022304429,0.5377832,99.99633,299.84335,52.098267,0.26976058,12.0,17.26835352140914,7.329985091090203,CRO,CRO,fos084,-33.0,-70.0,2021-01-10 21:57:59,2021-01-10 17:30:00,Afternoon,Summer,29.0,80.0,ET,0.6651841998100281
13.0,13.0,0.0018203447,0.15945737,106.53505,300.12454,67.91151,0.22160427,13.0,1.4093324854955167,2.1734039618074896,URB,URB,fos084,-33.0,-70.0,2021-01-10 21:57:59,2021-01-10 17:30:00,Afternoon,Summer,29.0,80.0,ET,0.6651841998100281
7.0,7.0,0.0029306684,0.26676518,101.43242,272.35925,84.86925,0.23120409,7.0,2.268958279084826,3.6360093659162525,OSH,OSH,fos102,36.0,59.0,2021-04-19 03:00:39,2021-04-19 07:00:00,Morning,Spring,5.0,45.0,BWk,-1.8652172088623047
10.0,10.0,0.00058293855,0.060952414,102.02703,266.83356,67.02433,0.2245437,10.0,0.4513179444282342,0.8307814004644752,GRA,GRA,fos102,36.0,59.0,2021-04-19 03:00:39,2021-04-19 07:00:00,Morning,Spring,5.0,45.0,BWk,-1.8652172088623047
12.0,12.0,0.0052076005,0.6426801,135.97968,276.8056,74.84555,0.2549901,12.0,4.031786158970814,8.759729879498483,CRO,CRO,fos102,36.0,59.0,2021-04-19 03:00:39,2021-04-19 07:00:00,Morning,Spring,5.0,45.0,BWk,-1.8652172088623047
13.0,13.0,0.002747923,0.28221846,108.699326,277.64206,57.894535,0.25909424,13.0,2.1274745337626997,3.846637558937073,URB,URB,fos102,36.0,59.0,2021-04-19 03:00:39,2021-04-19 07:00:00,Morning,Spring,5.0,45.0,BWk,-1.8652172088623047
16.0,16.0,0.0046272296,0.34028947,56.16092,273.25235,68.87202,0.2321759,16.0,3.5824561245618844,4.638145524263382,BSV,BSV,fos102,36.0,59.0,2021-04-19 03:00:39,2021-04-19 07:00:00,Morning,Spring,5.0,45.0,BWk,-1.8652172088623047
1.0,1.0,0.0043359403,1.3466547,296.85397,291.0925,6.6279163,0.39561862,1.0,3.3569364935197776,18.35490292787552,ENF,ENF,eco047,38.0,-121.0,2021-04-28 18:03:18,2021-04-28 10:00:00,Morning,Spring,8.0,99.0,Csa,-0.8410877585411072
7.0,7.0,0.0047159144,1.503434,184.7113,307.94675,11.563826,0.39127493,7.0,3.651116892655222,20.49180464029312,OSH,OSH,eco047,38.0,-121.0,2021-04-28 18:03:18,2021-04-28 10:00:00,Morning,Spring,8.0,99.0,Csa,-0.8410877585411072
8.0,8.0,0.0038417885,1.4054002,334.5968,299.3567,11.666943,0.3931617,8.0,2.974358271173678,19.15560413956642,WSA,WSA,eco047,38.0,-121.0,2021-04-28 18:03:18,2021-04-28 10:00:00,Morning,Spring,8.0,99.0,Csa,-0.8410877585411072
9.0,9.0,0.0029852854,1.1236795,332.21857,304.7499,14.268882,0.36935177,9.0,2.3112433676329385,15.315751839876176,SAV,SAV,eco047,38.0,-121.0,2021-04-28 18:03:18,2021-04-28 10:00:00,Morning,Spring,8.0,99.0,Csa,-0.8410877585411072
10.0,10.0,0.0026428134,0.8907322,198.2067,305.98727,18.982557,0.36094242,10.0,2.046097486706552,12.140680277943613,GRA,GRA,eco047,38.0,-121.0,2021-04-28 18:03:18,2021-04-28 10:00:00,Morning,Spring,8.0,99.0,Csa,-0.8410877585411072
11.0,11.0,0.0041674892,1.5164409,373.41434,297.5728,77.48278,0.2928028,11.0,3.226519645887642,20.669089035987856,WET,WET,eco047,38.0,-121.0,2021-04-28 18:03:18,2021-04-28 10:00:00,Morning,Spring,8.0,99.0,Csa,-0.8410877585411072
12.0,12.0,0.0027009798,0.86901194,320.69843,307.76263,53.906734,0.3267924,12.0,2.0911306427414535,11.844632722735406,CRO,CRO,eco047,38.0,-121.0,2021-04-28 18:03:18,2021-04-28 10:00:00,Morning,Spring,8.0,99.0,Csa,-0.8410877585411072
13.0,13.0,0.00283033,0.8196111,275.7742,307.33438,33.661922,0.3399005,13.0,2.191275125038798,11.17129891872406,URB,URB,eco047,38.0,-121.0,2021-04-28 18:03:18,2021-04-28 10:00:00,Morning,Spring,8.0,99.0,Csa,-0.8410877585411072
14.0,14.0,0.0023529434,0.8332591,382.34732,303.13232,38.304195,0.35044894,14.0,1.8216767221386634,11.357321610450745,CVM,CVM,eco047,38.0,-121.0,2021-04-28 18:03:18,2021-04-28 10:00:00,Morning,Spring,8.0,99.0,Csa,-0.8410877585411072
7.0,7.0,0.0018898183,0.14714003,64.07205,311.75064,60.094658,0.2994728,7.0,1.4631198002334957,2.0055185556411743,OSH,OSH,eco036,13.0,2.0,2021-02-16 15:51:19,2021-02-16 16:00:00,Afternoon,Winter,6.0,100.0,BSh,-0.6950625777244568
10.0,10.0,0.0047235754,0.1750889,42.36328,314.8388,63.14193,0.31651402,10.0,3.6570481758684266,2.386461670845747,GRA,GRA,eco036,13.0,2.0,2021-02-16 15:51:19,2021-02-16 16:00:00,Afternoon,Winter,6.0,100.0,BSh,-0.6950625777244568
13.0,13.0,0.0005233515,0.033774376,41.377415,311.47385,60.200134,0.32130575,13.0,0.4051849304877478,0.4603447437286377,URB,URB,eco036,13.0,2.0,2021-02-16 15:51:19,2021-02-16 16:00:00,Afternoon,Winter,6.0,100.0,BSh,-0.6950625777244568
14.0,14.0,0.0038343451,0.1683628,53.260548,314.37964,61.370518,0.3159156,14.0,2.9685955312927232,2.294784913659096,CVM,CVM,eco036,13.0,2.0,2021-02-16 15:51:19,2021-02-16 16:00:00,Afternoon,Winter,6.0,100.0,BSh,-0.6950625777244568
16.0,16.0,0.009940526,0.17582,31.078897,313.06805,69.70453,0.32142302,16.0,7.696073586414803,2.3964265048503877,BSV,BSV,eco036,13.0,2.0,2021-02-16 15:51:19,2021-02-16 16:00:00,Afternoon,Winter,6.0,100.0,BSh,-0.6950625777244568
1.0,1.0,0.0017555107,0.062413216,247.14291,289.09723,66.43659,0.43044433,1.0,1.3591372167273141,0.8506921291351319,ENF,ENF,fos135,25.0,-100.0,2022-03-03 15:36:39,2022-03-03 09:00:00,Morning,Spring,15.0,60.0,Cfb,-1.187821388244629
2.0,2.0,0.000947643,0.15455379,247.31424,285.81937,88.02286,0.30949694,2.0,0.7336764708883454,2.106568102091551,EBF,EBF,fos135,25.0,-100.0,2022-03-03 15:36:39,2022-03-03 09:00:00,Morning,Spring,15.0,60.0,Cfb,-1.187821388244629
4.0,4.0,0.0007849216,-0.09145243,243.32323,285.07663,61.51792,0.3817514,4.0,0.6076956026439122,-1.2464965828508139,DBF,DBF,fos135,25.0,-100.0,2022-03-03 15:36:39,2022-03-03 09:00:00,Morning,Spring,15.0,60.0,Cfb,-1.187821388244629
5.0,5.0,0.0013435663,0.09534858,215.71257,287.86032,67.747116,0.38029686,5.0,1.0402050124943147,1.2996011681854727,MF,MF,fos135,25.0,-100.0,2022-03-03 15:36:39,2022-03-03 09:00:00,Morning,Spring,15.0,60.0,Cfb,-1.187821388244629
7.0,7.0,0.0011190234,0.22882782,192.59303,291.2908,54.509174,0.30074722,7.0,0.866361217770606,3.1189231760799885,OSH,OSH,fos135,25.0,-100.0,2022-03-03 15:36:39,2022-03-03 09:00:00,Morning,Spring,15.0,60.0,Cfb,-1.187821388244629
8.0,8.0,0.002152203,0.2898876,207.88083,290.77362,77.89165,0.2894179,8.0,1.6662610227385475,3.951168084740639,WSA,WSA,fos135,25.0,-100.0,2022-03-03 15:36:39,2022-03-03 09:00:00,Morning,Spring,15.0,60.0,Cfb,-1.187821388244629
9.0,9.0,0.001154745,0.15161103,196.44464,292.44794,70.87481,0.32893902,9.0,0.8940172858601841,2.0664583402872085,SAV,SAV,fos135,25.0,-100.0,2022-03-03 15:36:39,2022-03-03 09:00:00,Morning,Spring,15.0,60.0,Cfb,-1.187821388244629
10.0,10.0,0.0011695831,0.18140304,146.00275,294.154,49.273647,0.2955121,10.0,0.905505091230179,2.472523447275162,GRA,GRA,fos135,25.0,-100.0,2022-03-03 15:36:39,2022-03-03 09:00:00,Morning,Spring,15.0,60.0,Cfb,-1.187821388244629
13.0,13.0,-0.00023179807,0.25514442,151.28035,290.09735,72.940384,0.32923454,13.0,-0.1794608167263668,3.477618407607079,URB,URB,fos135,25.0,-100.0,2022-03-03 15:36:39,2022-03-03 09:00:00,Morning,Spring,15.0,60.0,Cfb,-1.187821388244629
1.0,1.0,0.0010720481,0.29783583,258.4048,259.14407,69.57238,0.26905954,1.0,0.8299923607049571,4.059502320289612,ENF,ENF,sif014,40.0,-105.0,2020-10-11 17:19:50,2020-10-11 10:30:00,Morning,Fall,7.0,100.0,BSk,-0.3401030898094177
8.0,8.0,0.0012566813,0.2577139,203.4555,275.90143,68.932945,0.2599401,8.0,0.9729375659909499,3.512640646696091,WSA,WSA,sif014,40.0,-105.0,2020-10-11 17:19:50,2020-10-11 10:30:00,Morning,Fall,7.0,100.0,BSk,-0.3401030898094177
10.0,10.0,0.001277409,0.42446953,93.70745,263.0486,68.56975,0.31573793,10.0,0.9889852346043566,5.785519701838494,GRA,GRA,sif014,40.0,-105.0,2020-10-11 17:19:50,2020-10-11 10:30:00,Morning,Fall,7.0,100.0,BSk,-0.3401030898094177
12.0,12.0,0.0039817216,0.52040905,121.74188,297.34622,70.48707,0.303252,12.0,3.0826961225413427,7.093175318837166,CRO,CRO,sif014,40.0,-105.0,2020-10-11 17:19:50,2020-10-11 10:30:00,Morning,Fall,7.0,100.0,BSk,-0.3401030898094177
13.0,13.0,0.002235454,0.35120204,134.70102,295.46832,70.63177,0.28721958,13.0,1.73071505741508,4.786883817613125,URB,URB,sif014,40.0,-105.0,2020-10-11 17:19:50,2020-10-11 10:30:00,Morning,Fall,7.0,100.0,BSk,-0.3401030898094177
10.0,10.0,-0.0006096977,0.16123775,411.46835,261.83392,47.177765,0.5077374,10.0,-0.47203520971126345,2.197670484483242,GRA,GRA,vol028,4.0,-75.0,2021-04-05 15:11:28,2021-04-05 10:00:00,Morning,Spring,2.0,78.0,Am,0.8403624892234802
10.0,10.0,0.007554581,0.1901789,28.204895,314.43732,59.455994,0.2804388,10.0,5.84884623588782,2.592138420045376,GRA,GRA,vol011,13.0,13.0,2022-03-20 15:41:29,2022-03-20 16:30:00,Afternoon,Spring,4.0,83.0,BWh,-0.06729704886674881
12.0,12.0,0.0039939154,0.47126612,105.32886,305.98083,39.19051,0.2616637,12.0,3.09213671227031,6.42335722476244,CRO,CRO,vol011,13.0,13.0,2022-03-20 15:41:29,2022-03-20 16:30:00,Afternoon,Spring,4.0,83.0,BWh,-0.06729704886674881
4.0,4.0,0.004801395,0.8185958,134.97916,266.04315,64.46075,0.2776146,4.0,3.7172969192101415,11.157461116909982,DBF,DBF,fos169,47.0,19.0,2022-10-02 12:56:28,2022-10-02 14:00:00,Midday,Fall,14.0,66.0,Cfa,-1.8130693435668945
12.0,12.0,0.0056833094,0.80521125,116.03436,271.36893,40.11937,0.28255212,12.0,4.400085606521012,10.975029283165933,CRO,CRO,fos169,47.0,19.0,2022-10-02 12:56:28,2022-10-02 14:00:00,Midday,Fall,14.0,66.0,Cfa,-1.8130693435668945
13.0,13.0,0.005778765,0.68322074,121.685135,274.79446,48.048943,0.26824972,13.0,4.473988342637689,9.31229874253273,URB,URB,fos169,47.0,19.0,2022-10-02 12:56:28,2022-10-02 14:00:00,Midday,Fall,14.0,66.0,Cfa,-1.8130693435668945
14.0,14.0,0.018874079,0.9994789,86.0358,275.52414,35.039413,0.2990111,14.0,14.61253601933907,13.622897087931634,CVM,CVM,fos169,47.0,19.0,2022-10-02 12:56:28,2022-10-02 14:00:00,Midday,Fall,14.0,66.0,Cfa,-1.8130693435668945
10.0,10.0,0.0020020208,0.23645,111.14471,278.0026,33.08214,0.24284726,10.0,1.549988295496763,3.2228135217726233,GRA,GRA,fos154,51.0,71.0,2022-04-23 03:08:08,2022-04-23 08:00:00,Morning,Spring,7.0,99.0,BSk,-1.7720733880996704
7.0,7.0,-0.0024733136,-0.15374361,66.794846,318.59634,36.48468,0.32423556,7.0,-1.9148687469156433,-2.0955254013836386,OSH,OSH,vol017,-15.0,-71.0,2022-11-02 15:27:18,2022-11-02 10:30:00,Morning,Spring,29.0,100.0,ET,-1.6580708026885986
10.0,10.0,-0.004016792,-0.21362726,128.35759,320.28204,26.285852,0.36162034,10.0,-3.1098480027161584,-2.9117396070063117,GRA,GRA,vol017,-15.0,-71.0,2022-11-02 15:27:18,2022-11-02 10:30:00,Morning,Spring,29.0,100.0,ET,-1.6580708026885986
12.0,12.0,-0.0008377465,-0.078920536,221.65318,315.06232,12.177776,0.37416056,12.0,-0.6485932731251869,-1.0756869021803142,CRO,CRO,vol017,-15.0,-71.0,2022-11-02 15:27:18,2022-11-02 10:30:00,Morning,Spring,29.0,100.0,ET,-1.6580708026885986
13.0,13.0,-0.0051743723,-0.28948116,102.46535,316.5064,39.082413,0.32346678,13.0,-4.006060497881303,-3.9456282520294192,URB,URB,vol017,-15.0,-71.0,2022-11-02 15:27:18,2022-11-02 10:30:00,Morning,Spring,29.0,100.0,ET,-1.6580708026885986
7.0,7.0,0.002008233,0.18938752,65.75715,303.19366,59.402164,0.3337479,7.0,1.5547978191842025,2.5813518320024014,OSH,OSH,fos117,32.0,51.0,2022-04-17 11:12:08,2022-04-17 14:30:00,Midday,Spring,17.0,99.0,Dsa,-1.1857900619506836
10.0,10.0,-0.0006869902,0.0010977293,75.09869,300.2081,61.55303,0.29232326,10.0,-0.531875979045797,0.014962050538742916,GRA,GRA,fos117,32.0,51.0,2022-04-17 11:12:08,2022-04-17 14:30:00,Midday,Spring,17.0,99.0,Dsa,-1.1857900619506836
16.0,16.0,-0.015841769,-0.0137224365,16.435472,307.814,62.788292,0.3170477,16.0,-12.264885669597948,-0.18703680953010918,BSV,BSV,fos117,32.0,51.0,2022-04-17 11:12:08,2022-04-17 14:30:00,Midday,Spring,17.0,99.0,Dsa,-1.1857900619506836
4.0,4.0,0.004177136,1.8809668,534.1796,286.24362,38.785465,0.40140885,4.0,3.233988188499163,25.637577246427536,DBF,DBF,tcc123,48.0,2.0,2022-06-14 10:09:58,2022-06-14 10:30:00,Morning,Summer,15.0,100.0,Cfb,1.59213125705719
5.0,5.0,0.0027093345,1.5683421,527.01355,286.0447,41.42591,0.3767359,5.0,2.0975989212346278,21.376502681970596,MF,MF,tcc123,48.0,2.0,2022-06-14 10:09:58,2022-06-14 10:30:00,Morning,Summer,15.0,100.0,Cfb,1.59213125705719
12.0,12.0,0.0036363543,1.6589961,483.47504,287.23416,43.126194,0.40214095,12.0,2.8153087054261583,22.61211691379547,CRO,CRO,tcc123,48.0,2.0,2022-06-14 10:09:58,2022-06-14 10:30:00,Morning,Summer,15.0,100.0,Cfb,1.59213125705719
13.0,13.0,0.0017281717,0.97542477,392.90952,292.9292,42.940605,0.34003207,13.0,1.3379710583607183,13.295039567947388,URB,URB,tcc123,48.0,2.0,2022-06-14 10:09:58,2022-06-14 10:30:00,Morning,Summer,15.0,100.0,Cfb,1.59213125705719
14.0,14.0,0.0040037935,1.5436248,498.58392,287.51813,33.976673,0.39662802,14.0,3.099784433568736,21.039605461359024,CVM,CVM,tcc123,48.0,2.0,2022-06-14 10:09:58,2022-06-14 10:30:00,Morning,Summer,15.0,100.0,Cfb,1.59213125705719
13.0,13.0,0.001695015,0.38018027,158.12703,289.6786,64.42988,0.26020065,13.0,1.3123007371674644,5.181857073009015,URB,URB,fos060,47.0,-122.0,2021-10-08 20:33:00,2021-10-08 12:30:00,Midday,Fall,9.0,57.0,Csb,0.34984782338142395
1.0,1.0,0.002672369,0.70792615,259.1061,291.57184,25.332365,0.31296048,1.0,2.0689797226378728,9.649033480882645,ENF,ENF,eco067,34.0,-106.0,2020-05-03 16:02:11,2020-05-03 09:00:00,Morning,Spring,7.0,100.0,BSk,-1.6653566360473633
5.0,5.0,0.0025439453,0.6409073,254.41624,293.65256,25.013874,0.31183434,5.0,1.9695526761291413,8.735566329956056,MF,MF,eco067,34.0,-106.0,2020-05-03 16:02:11,2020-05-03 09:00:00,Morning,Spring,7.0,100.0,BSk,-1.6653566360473633
7.0,7.0,0.0025869166,0.18389308,87.80778,308.9561,53.073452,0.31725705,7.0,2.0028215075730094,2.5064627420902252,OSH,OSH,eco067,34.0,-106.0,2020-05-03 16:02:11,2020-05-03 09:00:00,Morning,Spring,7.0,100.0,BSk,-1.6653566360473633
8.0,8.0,0.0012513618,0.3388729,219.08328,298.05923,28.968578,0.2725308,8.0,0.9688191600958587,4.618837757110596,WSA,WSA,eco067,34.0,-106.0,2020-05-03 16:02:11,2020-05-03 09:00:00,Morning,Spring,7.0,100.0,BSk,-1.6653566360473633
10.0,10.0,0.0026372243,0.25830847,93.7887,306.34375,42.299454,0.31198817,10.0,2.0417703394438185,3.5207444494962696,GRA,GRA,eco067,34.0,-106.0,2020-05-03 16:02:11,2020-05-03 09:00:00,Morning,Spring,7.0,100.0,BSk,-1.6653566360473633
12.0,12.0,0.0046535335,1.1366739,206.022,302.85846,47.757084,0.34868252,12.0,3.6028208458641147,15.492865629196167,CRO,CRO,eco067,34.0,-106.0,2020-05-03 16:02:11,2020-05-03 09:00:00,Morning,Spring,7.0,100.0,BSk,-1.6653566360473633
13.0,13.0,0.006737291,0.61606026,98.98997,305.86847,32.040306,0.35588264,13.0,5.216090583121598,8.396901302337646,URB,URB,eco067,34.0,-106.0,2020-05-03 16:02:11,2020-05-03 09:00:00,Morning,Spring,7.0,100.0,BSk,-1.6653566360473633
16.0,16.0,0.0008956373,0.05259943,59.705788,304.9075,28.512146,0.35557795,16.0,0.6934130460910503,0.7169302320480347,BSV,BSV,eco067,34.0,-106.0,2020-05-03 16:02:11,2020-05-03 09:00:00,Morning,Spring,7.0,100.0,BSk,-1.6653566360473633
1.0,1.0,0.0017537382,0.417206,232.34547,287.42053,75.57946,0.2160494,1.0,1.3577648954562795,5.6865176349878315,ENF,ENF,fos027,39.0,-75.0,2020-10-17 19:08:28,2020-10-17 14:00:00,Midday,Fall,14.0,100.0,Cfa,0.8559578657150269
